Temperature,Species,Individuals,Sex,Date,Day,Stage,BL,BW,Mortality
28,Gryllus bimaculatus,70,M,11/1/24,42,AD,24.9,0.917,N
28,Gryllus bimaculatus,71,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,72,F,11/1/24,42,AD,28.2,1.161,N
28,Gryllus bimaculatus,73,F,11/1/24,42,AD,27.2,1.131,N
28,Gryllus bimaculatus,74,M,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,75,M,11/1/24,42,AD,26.9,1.19,N
28,Gryllus bimaculatus,76,M,11/1/24,42,AD,26.2,1.111,N
28,Gryllus bimaculatus,77,M,11/1/24,42,AD,27.2,1.122,N
28,Gryllus bimaculatus,78,M,11/1/24,42,AD,27.2,1.118,N
28,Gryllus bimaculatus,79,F,11/1/24,42,AD,25.2,1.188,N
28,Gryllus bimaculatus,80,F,11/1/24,42,AD,25.2,1.036,N
28,Gryllus bimaculatus,81,F,11/1/24,42,AD,27.9,1.158,N
28,Gryllus bimaculatus,82,M,11/1/24,42,AD,26.9,0.872,N
28,Gryllus bimaculatus,83,F,11/1/24,42,AD,26.2,0.881,N
28,Gryllus bimaculatus,84,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,85,M,11/1/24,42,AD,27.2,1.118,N
28,Gryllus bimaculatus,86,M,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,87,F,11/1/24,42,AD,25.9,0.881,N
28,Gryllus bimaculatus,88,F,11/1/24,42,AD,27.9,1.32,N
28,Gryllus bimaculatus,89,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,90,F,11/1/24,42,AD,27.9,1.316,N
28,Gryllus bimaculatus,91,F,11/1/24,42,AD,25.9,1.033,N
28,Gryllus bimaculatus,92,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,93,M,11/1/24,42,AD,26.2,1.036,N
28,Gryllus bimaculatus,94,F,11/1/24,42,AD,27.9,1.161,N
28,Gryllus bimaculatus,95,F,11/1/24,42,AD,28.2,1.158,N
28,Gryllus bimaculatus,96,F,11/1/24,42,AD,26.2,0.884,N
28,Gryllus bimaculatus,97,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,98,F,11/1/24,42,AD,28.2,1.158,N
28,Gryllus bimaculatus,99,M,11/1/24,42,AD,27.2,0.869,N
28,Gryllus bimaculatus,100,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,101,M,11/1/24,42,AD,27.2,1.187,N
28,Gryllus bimaculatus,102,F,11/1/24,42,AD,24.9,1.037,N
28,Gryllus bimaculatus,103,F,11/1/24,42,AD,26.2,0.884,N
28,Gryllus bimaculatus,104,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,105,M,11/1/24,42,AD,26.9,1.035,N
28,Gryllus bimaculatus,106,F,11/1/24,42,AD,28.2,1.157,N
28,Gryllus bimaculatus,107,F,11/1/24,42,AD,25.2,1.19,N
28,Gryllus bimaculatus,108,F,11/1/24,42,AD,26.2,0.88,N
28,Gryllus bimaculatus,109,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,110,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,111,M,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,112,M,11/1/24,42,AD,25.9,1.107,N
28,Gryllus bimaculatus,113,F,11/1/24,42,AD,26.2,1.263,N
28,Gryllus bimaculatus,114,M,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,115,F,11/1/24,42,AD,25.2,1.036,N
28,Gryllus bimaculatus,116,F,11/1/24,42,AD,25.2,1.187,N
28,Gryllus bimaculatus,117,F,11/1/24,42,AD,25.2,0.684,N
28,Gryllus bimaculatus,118,M,11/1/24,42,AD,26.9,1.122,N
28,Gryllus bimaculatus,119,M,11/1/24,42,AD,25.2,0.92,N
28,Gryllus bimaculatus,120,F,11/1/24,42,AD,24.9,0.688,N
28,Gryllus bimaculatus,121,F,11/1/24,42,AD,26.9,1.128,N
28,Gryllus bimaculatus,122,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,123,M,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,124,F,11/1/24,42,AD,25.9,0.913,N
28,Gryllus bimaculatus,125,F,11/1/24,42,AD,25.9,1.033,N
28,Gryllus bimaculatus,126,F,11/1/24,42,AD,28.2,1.16,N
28,Gryllus bimaculatus,127,F,11/1/24,42,AD,26.2,1.263,N
28,Gryllus bimaculatus,128,F,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,129,M,11/1/24,42,AD,24.9,0.92,N
28,Gryllus bimaculatus,130,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,131,M,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,132,M,11/1/24,42,AD,26.9,1.121,N
28,Gryllus bimaculatus,133,F,11/1/24,42,AD,28.2,1.157,N
28,Gryllus bimaculatus,134,M,11/1/24,42,AD,26.9,1.035,N
28,Gryllus bimaculatus,135,F,11/1/24,42,AD,25.9,1.035,N
28,Gryllus bimaculatus,136,F,11/1/24,42,AD,28.2,1.16,N
28,Gryllus bimaculatus,137,F,11/1/24,42,AD,26.2,0.88,N
28,Gryllus bimaculatus,138,F,11/1/24,42,AD,26.2,1.036,N
28,Gryllus bimaculatus,139,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,140,M,11/1/24,42,AD,27.2,0.871,N
28,Gryllus bimaculatus,141,F,11/1/24,42,AD,25.9,0.883,N
28,Gryllus bimaculatus,142,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,143,F,11/1/24,42,AD,27.2,1.131,N
28,Gryllus bimaculatus,144,F,11/1/24,42,AD,25.9,1.032,N
28,Gryllus bimaculatus,145,M,11/1/24,42,AD,25.2,0.916,N
28,Gryllus bimaculatus,146,NA,11/1/24,42,NA,NA,NA,Y
28,Gryllus bimaculatus,147,M,11/1/24,42,AD,26.2,1.111,N
28,Gryllus bimaculatus,148,F,11/1/24,42,AD,27.9,1.16,N
28,Gryllus bimaculatus,149,M,11/1/24,42,AD,26.2,1.11,N
28,Gryllus bimaculatus,150,F,11/1/24,42,NA,NA,NA,Y
30,Gryllus bimaculatus,1,F,5/6/24,7,L3,7,0.016,N
30,Gryllus bimaculatus,2,M,5/6/24,7,L3,6,0.014,N
30,Gryllus bimaculatus,3,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,4,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,5,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,6,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,7,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,8,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,9,M,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,10,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,11,M,5/6/24,7,L3,6,0.019,N
30,Gryllus bimaculatus,12,F,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,13,M,5/6/24,7,L3,6,0.016,N
30,Gryllus bimaculatus,14,M,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,15,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,16,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,17,M,5/6/24,7,L3,7,0.025,N
30,Gryllus bimaculatus,18,F,5/6/24,7,L3,7.5,0.026,N
30,Gryllus bimaculatus,19,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,20,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,21,M,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,22,F,5/6/24,7,L3,7,0.025,N
30,Gryllus bimaculatus,23,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,24,M,5/6/24,7,L3,3.5,0.003,N
30,Gryllus bimaculatus,25,M,5/6/24,7,L3,3.5,0.003,N
30,Gryllus bimaculatus,26,F,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,27,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,28,M,5/6/24,7,L3,3.5,0.004,N
30,Gryllus bimaculatus,29,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,30,F,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,31,M,5/6/24,7,L3,6,0.011,N
30,Gryllus bimaculatus,32,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,33,M,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,34,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,35,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,36,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,37,F,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,38,F,5/6/24,7,L3,4,0.006,N
30,Gryllus bimaculatus,39,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,40,F,5/6/24,7,L3,7,0.025,N
30,Gryllus bimaculatus,41,M,5/6/24,7,L3,6,0.014,N
30,Gryllus bimaculatus,42,M,5/6/24,7,L3,3.5,0.007,N
30,Gryllus bimaculatus,43,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,44,F,5/6/24,7,L3,7,0.021,N
30,Gryllus bimaculatus,45,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,46,F,5/6/24,7,L3,7.5,0.026,N
30,Gryllus bimaculatus,47,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,48,F,5/6/24,7,L3,6,0.02,N
30,Gryllus bimaculatus,49,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,50,M,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,51,M,5/6/24,7,L3,3.5,0.007,N
30,Gryllus bimaculatus,52,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,53,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,54,F,5/6/24,7,L3,7,0.013,N
30,Gryllus bimaculatus,55,F,5/6/24,7,L3,5.5,0.014,N
30,Gryllus bimaculatus,56,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,57,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,58,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,59,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,60,M,5/6/24,7,L3,3.5,0.003,N
30,Gryllus bimaculatus,61,M,5/6/24,7,L3,3.5,0.003,N
30,Gryllus bimaculatus,62,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,63,M,5/6/24,7,L3,3.5,0.007,N
30,Gryllus bimaculatus,64,M,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,65,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,66,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,67,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,68,F,5/6/24,7,L3,5.5,0.011,N
30,Gryllus bimaculatus,69,F,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,70,M,5/6/24,7,L3,6,0.011,N
30,Gryllus bimaculatus,71,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,72,F,5/6/24,7,L3,7.5,0.026,N
30,Gryllus bimaculatus,73,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,74,F,5/6/24,7,L3,7,0.013,N
30,Gryllus bimaculatus,75,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,76,F,5/6/24,7,L3,5.5,0.012,N
30,Gryllus bimaculatus,77,F,5/6/24,7,L3,7.5,0.03,N
30,Gryllus bimaculatus,78,F,5/6/24,7,L3,4,0.006,N
30,Gryllus bimaculatus,79,F,5/6/24,7,L3,6,0.018,N
30,Gryllus bimaculatus,80,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,81,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,82,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,83,F,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,84,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,85,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,86,M,5/6/24,7,L3,7,0.023,N
30,Gryllus bimaculatus,87,F,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,88,M,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,89,F,5/6/24,7,L3,6,0.018,N
30,Gryllus bimaculatus,90,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,91,M,5/6/24,7,L3,6,0.016,N
30,Gryllus bimaculatus,92,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,93,M,5/6/24,7,L3,3.5,0.003,N
30,Gryllus bimaculatus,94,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,95,M,5/6/24,7,L3,3.5,0.007,N
30,Gryllus bimaculatus,96,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,97,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,98,F,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,99,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,100,M,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,101,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,102,F,5/6/24,7,L3,7.5,0.03,N
30,Gryllus bimaculatus,103,F,5/6/24,7,L3,7.5,0.027,N
30,Gryllus bimaculatus,104,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,105,M,5/6/24,7,L3,7,0.026,N
30,Gryllus bimaculatus,106,F,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,107,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,108,M,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,109,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,110,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,111,NA,5/6/24,7,NA,NA,NA,Y
30,Gryllus bimaculatus,112,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,113,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,114,M,5/6/24,7,L3,6,0.014,N
30,Gryllus bimaculatus,115,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,116,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,117,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,118,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,119,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,120,M,5/6/24,7,L3,7,0.023,N
30,Gryllus bimaculatus,121,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,122,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,123,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,124,F,5/6/24,7,L3,7,0.024,N
30,Gryllus bimaculatus,125,M,5/6/24,7,L3,6,0.018,N
30,Gryllus bimaculatus,126,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,127,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,128,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,129,M,5/6/24,7,L3,3.5,0.003,N
30,Gryllus bimaculatus,130,M,5/6/24,7,L3,6,0.012,N
30,Gryllus bimaculatus,131,M,5/6/24,7,L3,6,0.016,N
30,Gryllus bimaculatus,132,M,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,133,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,134,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,135,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,136,F,5/6/24,7,L3,4,0.008,N
30,Gryllus bimaculatus,137,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,138,F,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,139,M,5/6/24,7,L3,6,0.013,N
30,Gryllus bimaculatus,140,F,5/6/24,7,L3,4,0.007,N
30,Gryllus bimaculatus,141,F,5/6/24,7,L3,7,0.025,N
30,Gryllus bimaculatus,142,F,5/6/24,7,L3,3.5,0.007,N
30,Gryllus bimaculatus,143,M,5/6/24,7,L3,7,0.022,N
30,Gryllus bimaculatus,144,F,5/6/24,7,L3,4,0.004,N
30,Gryllus bimaculatus,145,F,5/6/24,7,L3,6,0.015,N
30,Gryllus bimaculatus,146,M,5/6/24,7,L3,3.5,0.004,N
30,Gryllus bimaculatus,147,F,5/6/24,7,L3,4,0.005,N
30,Gryllus bimaculatus,148,F,5/6/24,7,L3,3.5,0.006,N
30,Gryllus bimaculatus,149,M,5/6/24,7,L3,6,0.016,N
30,Gryllus bimaculatus,150,M,5/6/24,7,L3,7,0.023,N
30,Gryllus bimaculatus,1,F,12/6/24,14,L5,13.2,0.152,N
30,Gryllus bimaculatus,2,M,12/6/24,14,L5,13.7,0.183,N
30,Gryllus bimaculatus,3,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,4,F,12/6/24,14,L5,9,0.04,N
30,Gryllus bimaculatus,5,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,6,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,7,M,12/6/24,14,L5,13.4,0.185,N
30,Gryllus bimaculatus,8,M,12/6/24,14,L5,13.4,0.185,N
30,Gryllus bimaculatus,9,M,12/6/24,14,L5,9.5,0.042,N
30,Gryllus bimaculatus,10,M,12/6/24,14,L5,12.9,0.124,N
30,Gryllus bimaculatus,11,M,12/6/24,14,L5,12.2,0.164,N
30,Gryllus bimaculatus,12,F,12/6/24,14,L6,15.2,0.186,N
30,Gryllus bimaculatus,13,M,12/6/24,14,L5,11.9,0.162,N
30,Gryllus bimaculatus,14,M,12/6/24,14,L5,14.2,0.202,N
30,Gryllus bimaculatus,15,M,12/6/24,14,L5,13.4,0.216,N
30,Gryllus bimaculatus,16,M,12/6/24,14,L5,13.2,0.125,N
30,Gryllus bimaculatus,17,M,12/6/24,14,L6,14.9,0.188,N
30,Gryllus bimaculatus,18,F,12/6/24,14,L5,15.2,0.217,N
30,Gryllus bimaculatus,19,F,12/6/24,14,L5,9.5,0.055,N
30,Gryllus bimaculatus,20,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,21,M,12/6/24,14,L5,14.2,0.202,N
30,Gryllus bimaculatus,22,F,12/6/24,14,L6,15.2,0.189,N
30,Gryllus bimaculatus,23,M,12/6/24,14,L5,13.2,0.125,N
30,Gryllus bimaculatus,24,M,12/6/24,14,L5,9.5,0.046,N
30,Gryllus bimaculatus,25,M,12/6/24,14,L5,9.5,0.042,N
30,Gryllus bimaculatus,26,F,12/6/24,14,L6,15.2,0.188,N
30,Gryllus bimaculatus,27,M,12/6/24,14,L5,13.7,0.185,N
30,Gryllus bimaculatus,28,M,12/6/24,14,L5,9.5,0.046,N
30,Gryllus bimaculatus,29,M,12/6/24,14,L5,13.7,0.217,N
30,Gryllus bimaculatus,30,F,12/6/24,14,L6,14.9,0.186,N
30,Gryllus bimaculatus,31,M,12/6/24,14,L5,13.4,0.186,N
30,Gryllus bimaculatus,32,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,33,M,12/6/24,14,L5,9.5,0.045,N
30,Gryllus bimaculatus,34,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,35,M,12/6/24,14,L5,13.7,0.216,N
30,Gryllus bimaculatus,36,M,12/6/24,14,L5,12.9,0.122,N
30,Gryllus bimaculatus,37,F,12/6/24,14,L6,14.9,0.186,N
30,Gryllus bimaculatus,38,F,12/6/24,14,L5,9,0.036,N
30,Gryllus bimaculatus,39,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,40,F,12/6/24,14,L6,15.2,0.186,N
30,Gryllus bimaculatus,41,M,12/6/24,14,L5,13.4,0.186,N
30,Gryllus bimaculatus,42,M,12/6/24,14,L5,9.5,0.042,N
30,Gryllus bimaculatus,43,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,44,F,12/6/24,14,L6,15.2,0.189,N
30,Gryllus bimaculatus,45,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,46,F,12/6/24,14,L5,15.2,0.217,N
30,Gryllus bimaculatus,47,M,12/6/24,14,L5,11.9,0.164,N
30,Gryllus bimaculatus,48,F,12/6/24,14,L5,14.9,0.234,N
30,Gryllus bimaculatus,49,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,50,M,12/6/24,14,L5,9.5,0.046,N
30,Gryllus bimaculatus,51,M,12/6/24,14,L5,9.5,0.043,N
30,Gryllus bimaculatus,52,M,12/6/24,14,L5,12.9,0.122,N
30,Gryllus bimaculatus,53,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,54,F,12/6/24,14,L5,12.9,0.149,N
30,Gryllus bimaculatus,55,F,12/6/24,14,L5,12.4,0.169,N
30,Gryllus bimaculatus,56,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,57,M,12/6/24,14,L5,13.4,0.214,N
30,Gryllus bimaculatus,58,M,12/6/24,14,L5,13.2,0.124,N
30,Gryllus bimaculatus,59,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,60,M,12/6/24,14,L5,9.5,0.046,N
30,Gryllus bimaculatus,61,M,12/6/24,14,L5,9.5,0.046,N
30,Gryllus bimaculatus,62,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,63,M,12/6/24,14,L5,9.5,0.042,N
30,Gryllus bimaculatus,64,M,12/6/24,14,L6,15.2,0.189,N
30,Gryllus bimaculatus,65,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,66,M,12/6/24,14,L5,13.2,0.125,N
30,Gryllus bimaculatus,67,F,12/6/24,14,L5,9.5,0.055,N
30,Gryllus bimaculatus,68,F,12/6/24,14,L5,12.7,0.165,N
30,Gryllus bimaculatus,69,F,12/6/24,14,L6,14.9,0.186,N
30,Gryllus bimaculatus,70,M,12/6/24,14,L5,13.7,0.185,N
30,Gryllus bimaculatus,71,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,72,F,12/6/24,14,L5,14.9,0.217,N
30,Gryllus bimaculatus,73,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,74,F,12/6/24,14,L5,13.2,0.152,N
30,Gryllus bimaculatus,75,M,12/6/24,14,L5,12.9,0.125,N
30,Gryllus bimaculatus,76,F,12/6/24,14,L5,12.4,0.166,N
30,Gryllus bimaculatus,77,F,12/6/24,14,L5,14.9,0.214,N
30,Gryllus bimaculatus,78,F,12/6/24,14,L5,9,0.036,N
30,Gryllus bimaculatus,79,F,12/6/24,14,L5,14.7,0.225,N
30,Gryllus bimaculatus,80,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,81,M,12/6/24,14,L5,13.7,0.213,N
30,Gryllus bimaculatus,82,M,12/6/24,14,L5,13.7,0.183,N
30,Gryllus bimaculatus,83,F,12/6/24,14,L6,14.9,0.186,N
30,Gryllus bimaculatus,84,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,85,M,12/6/24,14,L5,13.7,0.217,N
30,Gryllus bimaculatus,86,M,12/6/24,14,L5,14.2,0.205,N
30,Gryllus bimaculatus,87,F,12/6/24,14,L6,14.9,0.189,N
30,Gryllus bimaculatus,88,M,12/6/24,14,L5,9.5,0.043,N
30,Gryllus bimaculatus,89,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,90,M,12/6/24,14,L5,13.4,0.213,N
30,Gryllus bimaculatus,91,M,12/6/24,14,L5,11.9,0.161,N
30,Gryllus bimaculatus,92,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,93,M,12/6/24,14,L5,9.5,0.042,N
30,Gryllus bimaculatus,94,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,95,M,12/6/24,14,L5,9.5,0.045,N
30,Gryllus bimaculatus,96,M,12/6/24,14,L5,13.4,0.213,N
30,Gryllus bimaculatus,97,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,98,F,12/6/24,14,L6,14.9,0.189,N
30,Gryllus bimaculatus,99,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,100,M,12/6/24,14,L5,9.5,0.043,N
30,Gryllus bimaculatus,101,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,102,F,12/6/24,14,L5,14.9,0.218,N
30,Gryllus bimaculatus,103,F,12/6/24,14,L5,14.9,0.215,N
30,Gryllus bimaculatus,104,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,105,M,12/6/24,14,L5,14.9,0.227,N
30,Gryllus bimaculatus,106,F,12/6/24,14,L6,15.2,0.185,N
30,Gryllus bimaculatus,107,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,108,M,12/6/24,14,L5,9.5,0.045,N
30,Gryllus bimaculatus,109,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,110,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,111,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,112,M,12/6/24,14,L5,13.2,0.122,N
30,Gryllus bimaculatus,113,F,12/6/24,14,L5,9.5,0.058,N
30,Gryllus bimaculatus,114,M,12/6/24,14,L5,13.4,0.185,N
30,Gryllus bimaculatus,115,F,12/6/24,14,L5,9.5,0.055,N
30,Gryllus bimaculatus,116,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,117,M,12/6/24,14,L5,13.7,0.183,N
30,Gryllus bimaculatus,118,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,119,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,120,M,12/6/24,14,L5,15.2,0.227,N
30,Gryllus bimaculatus,121,M,12/6/24,14,L5,11.9,0.161,N
30,Gryllus bimaculatus,122,F,12/6/24,14,L5,9.5,0.054,N
30,Gryllus bimaculatus,123,NA,12/6/24,14,NA,NA,NA,Y
30,Gryllus bimaculatus,124,F,12/6/24,14,L6,15.2,0.186,N
30,Gryllus bimaculatus,125,M,12/6/24,14,L5,12.2,0.161,N
30,Gryllus bimaculatus,126,M,12/6/24,14,L5,13.4,0.214,N
30,Gryllus bimaculatus,127,M,12/6/24,14,L5,13.7,0.213,N
30,Gryllus bimaculatus,128,F,12/6/24,14,L5,9.5,0.057,N
30,Gryllus bimaculatus,129,M,12/6/24,14,L5,9.5,0.045,N
30,Gryllus bimaculatus,130,M,12/6/24,14,L5,12.9,0.121,N
30,Gryllus bimaculatus,131,M,12/6/24,14,L5,13.2,0.125,N
30,Gryllus bimaculatus,132,M,12/6/24,14,L5,13.7,0.214,N
30,Gryllus bimaculatus,133,F,12/6/24,14,L5,9.5,0.057,N
